0.417520969,1.045666356,1.274930103,0.974836906
0.417815907,1.045548543,1.275121009,0.973470845
0.418705945,1.045192432,1.275688198,0.969372574
0.420206728,1.044589964,1.27661513,0.962541921
0.422344228,1.04372757,1.277874422,0.952978905
0.425154593,1.042585948,1.279428123,0.940684185
0.428683911,1.041139757,1.281228093,0.925659671
0.432987898,1.03935719,1.283216503,0.907909282
0.438131485,1.037199445,1.28532644,0.887439831
0.444188277,1.034620057,1.287482634,0.864262017
0.451239872,1.031564087,1.289602311,0.838391486
0.459374997,1.027967169,1.291596188,0.80984995
0.468688422,1.02375439,1.293369611,0.778666307
0.479279608,1.018839018,1.294823876,0.744877741
0.491251027,1.013121077,1.295857737,0.708530737
0.504706077,1.006485799,1.296369145,0.669681968
0.51974654,0.998801994,1.296257214,0.628398962
0.536469472,0.989920397,1.29542446,0.58476048
0.554963477,0.979672102,1.293779301,0.538856482
0.575304255,0.967867192,1.291238798,0.490787573
0.597549405,0.954293768,1.287731613,0.440663791
0.621732437,0.938717564,1.283201063,0.388602586
0.647856042,0.920882423,1.277608167,0.334725879
0.675884729,0.900511922,1.270934451,0.279156096
0.705737038,0.877312442,1.263184278,0.222011132
0.737277655,0.850977995,1.254386377,0.163398326
0.770309906,0.821197015,1.244594239,0.103407628
0.804569213,0.787661266,1.233885051,0.042104331
0.839718213,0.750076804,1.222356937,-0.020478087
0.875344297,0.708176708,1.210124397,-0.084344281
0.910960284,0.661735029,1.19731207,-0.149541673
0.946008796,0.610581072,1.184047237,-0.2161625
0.979870637,0.554612858,1.170451748,-0.284342489
1.011877031,0.493808426,1.156634301,-0.354255584
1.041325079,0.428233545,1.14268413,-0.426104547
1.06749519,0.35804456,1.128667096,-0.500107659
1.089668695,0.283485489,1.114624889,-0.576482197
1.107143383,0.204879034,1.100577605,-0.655425635
1.119244476,0.122611952,1.086529397,-0.737095532
1.125328524,0.037116045,1.072476313,-0.821588722
1.124777858,-0.051153273,1.05841497,-0.908919675
1.1169835,-0.141738307,1.044350435,-0.998996536
1.101314417,-0.234197445,1.030301347,-1.09159139
1.077070506,-0.328117375,1.016299906,-1.186298106
1.043415381,-0.423114913,1.002382742,-1.282465573
0.999283032,-0.518821076,0.988564622,-1.379084029
0.943252443,-0.614830641,0.974775954,-1.474582641
0.873398976,-0.710574497,0.960717016,-1.566461635
0.787215521,-0.805005348,0.945515818,-1.650646081
0.682033848,-0.895863671,0.92697779,-1.720587685
0.557151004,-0.978429684,0.900478098,-1.767285653
0.417879268,-1.045523221,0.859537861,-1.783835431
0.2748276,-1.091884462,0.800675299,-1.772804009
0.136046861,-1.117690986,0.726124294,-1.743770738
0.004323969,-1.125932143,0.64033108,-1.705295749
-0.120159804,-1.119510388,0.547071059,-1.662621987
-0.237824313,-1.100536907,0.448980655,-1.618674118
-0.348985165,-1.070491122,0.347823421,-1.575094953
-0.453686325,-1.030490469,0.244758044,-1.532827703
-0.551702667,-0.981512127,0.140507026,-1.492406414
-0.642599799,-0.924557941,0.035455239,-1.454094151
-0.725821105,-0.860770359,-0.070285832,-1.41794245
-0.800791489,-0.791501661,-0.176822289,-1.383810423
-0.867027551,-0.718334959,-0.284414733,-1.351366978
-0.924239932,-0.643057102,-0.39340179,-1.320093364
-0.97241145,-0.567589517,-0.504113451,-1.28929875
-1.011836971,-0.493890507,-0.616784814,-1.258155531
-1.043117702,-0.42384826,-0.731483913,-1.225753251
-1.067111889,-0.359185333,-0.848064847,-1.191162272
-1.084852432,-0.301391918,-0.966150098,-1.153493431
-1.097447051,-0.251697951,-1.085136496,-1.111939593
-1.105976826,-0.211085642,-1.204210676,-1.065788715
-1.111404771,-0.18033669,-1.322353587,-1.014403732
-1.114499374,-0.160103193,-1.438308232,-0.957169725
-1.115771127,-0.150985693,-1.550476226,-0.893413273
-1.115416014,-0.153587123,-1.656692312,-0.822307694
-1.113266216,-0.168464301,-1.753807404,-0.742811077
-1.108789298,-0.195775842,-1.837065079,-0.653795078
-1.101298061,-0.234274343,-1.899707803,-0.554756976
-1.090613745,-0.27982771,-1.934467153,-0.447394589
-1.077781075,-0.325775755,-1.938044017,-0.336494997
-1.064623402,-0.366495428,-1.913691625,-0.227749669
-1.052610711,-0.399690604,-1.867912769,-0.12500936
-1.042497385,-0.425371708,-1.806625209,-0.030054239
-1.034553802,-0.44434257,-1.734089593,0.056473672
-1.028814793,-0.457473508,-1.653208443,0.134387795
